0.0000000000000000e+00 1.6255131829310624e-09 4.9254909632920102e-04
6.1958449289202333e-01 1.6255164275723639e-09 4.9254939383576511e-04
9.2937673933803500e-01 1.6255180490023354e-09 4.9254954256222941e-04
2.2876965891397787e+00 1.6255251603311874e-09 4.9255019472708994e-04
2.4783379715680933e+00 1.6255261586637935e-09 4.9255028630975305e-04
1.2391689857840467e+00 1.6255196725699755e-09 4.9254969134199787e-04
2.4783379715680933e+00 1.6255261588727860e-09 4.9255028627418428e-04
3.8827055929354186e+00 1.6255335099117342e-09 4.9255096048774513e-04
4.5848894036190817e+00 1.6255371870199777e-09 4.9255129770008586e-04
7.6636953427705263e+00 1.6255533080608869e-09 4.9255277603955136e-04
8.0958084570373963e+00 1.6255555699543206e-09 4.9255298348407309e-04
5.2870732143027439e+00 1.6255408651410771e-09 4.9255163491360090e-04
8.0958084570373963e+00 1.6255555708193954e-09 4.9255298351224012e-04
1.0360009153801734e+01 1.6255674258869142e-09 4.9255407069088031e-04
1.1492109502183903e+01 1.6255733525670637e-09 4.9255461425182885e-04
1.6455934106628796e+01 1.6255993425564643e-09 4.9255699761408455e-04
1.7152611244094746e+01 1.6256029886440185e-09 4.9255733204802993e-04
1.2624209850566071e+01 1.6255792792441004e-09 4.9255515781499132e-04
1.7152611244094746e+01 1.6256029892129148e-09 4.9255733207010397e-04
2.0603531348034043e+01 1.6256210583441490e-09 4.9255898903175280e-04
2.2328991400003691e+01 1.6256300917704671e-09 4.9255981743337007e-04
2.9894470089409069e+01 1.6256697012083412e-09 4.9256344977876112e-04
3.0956291659851928e+01 1.6256752599332847e-09 4.9256395954678112e-04
2.4054451451973339e+01 1.6256391242598745e-09 4.9256064583560490e-04
3.0956291659851928e+01 1.6256752609218751e-09 4.9256395962721288e-04
3.5911993672984771e+01 1.6257012097356148e-09 4.9256633906366988e-04
3.8389844679551189e+01 1.6257141803234886e-09 4.9256752850263149e-04
4.9254268323727032e+01 1.6257710583467898e-09 4.9257274416832813e-04
5.0779099712383285e+01 1.6257790402355403e-09 4.9257347610462160e-04
4.0867695686117607e+01 1.6257271538059393e-09 4.9256871814246344e-04
5.0779099712383285e+01 1.6257790434289503e-09 4.9257347632803404e-04
5.8216407091552711e+01 1.6258179786587223e-09 4.9257704659553408e-04
6.1935060781137423e+01 1.6258374431373426e-09 4.9257883142391043e-04
7.8239926958547329e+01 1.6259227848659788e-09 4.9258665673912721e-04
8.0528329229061001e+01 1.6259347602442239e-09 4.9258775475830550e-04
6.5653714470722136e+01 1.6258569115214040e-09 4.9258061652059950e-04
8.0528329229061001e+01 1.6259347650288262e-09 4.9258775520783827e-04
9.3489126122104835e+01 1.6260026009623431e-09 4.9259397502416594e-04
9.9969524568626753e+01 1.6260365031261060e-09 4.9259708350156818e-04
1.2838357929568440e+02 1.6261851241521645e-09 4.9261070990116898e-04
1.3237151680123634e+02 1.6262059641124323e-09 4.9261262039967837e-04
1.0644992301514867e+02 1.6260704181118012e-09 4.9260019309691600e-04
1.3237151680123634e+02 1.6262059942657793e-09 4.9261262320943286e-04
1.5538480668027049e+02 1.6263263431438562e-09 4.9262365669434103e-04
1.6689145161978757e+02 1.6263864470812910e-09 4.9262916669716818e-04
2.1734366404690093e+02 1.6266497957816958e-09 4.9265330782169978e-04
2.2442467631737298e+02 1.6266866291542853e-09 4.9265668415122445e-04
1.7839809655930466e+02 1.6264466024599361e-09 4.9263468136282276e-04
2.2442467631737298e+02 1.6266868070161897e-09 4.9265670042728362e-04
2.5246662372108204e+02 1.6268330821355152e-09 4.9267010809085469e-04
2.6648759742293657e+02 1.6269060465929193e-09 4.9267679584433699e-04
3.2796417442337565e+02 1.6272256613704626e-09 4.9270608854110542e-04
